[Header]
Data File Name	C:\GCsolution\Data\Pfleger\Jindra\June 2020\FaOH 6-29-20\Rec-2.gcd
Output Date	6/30/2020
Output Time	7:08:29 PM

[File Information]
Type	Data File
Generated	6/29/2020 5:00:50 PM
Generated by	Admin
Modified	6/29/2020 5:44:23 PM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquisition Date	6/29/2020 5:07:16 PM
Type	Unknown
Level	1
Sample Name	Rec-2
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
Sample Amount	1
Dilution Factor	1
Vial#	3
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\GCsolution\Data\Pfleger\Jindra\June 2020\FaOH 6-29-20\Rec-2.gcd
Method File	C:\GCsolution\Data\Pfleger\Jindra\June 2020\FaOH 6-29-20\20170201_Stabilwax60.gcm
Batch File	C:\GCsolution\Data\Pfleger\Jindra\June 2020\FaOH 6-29-20\20171213_multifors2.gcb
Report Format File	C:\GCsolution\System\DEFAULT.gcr

[File Comment]


[Configration]
Instrument Name	FID w/AOC
Instrument #	2
Line #	1

[Peak Table (Ch1)]
# of Peaks	95
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor
1	1.117	1.013	1.161	770445718	384890917	0.02	0.00000	   			0.000	6898.870	0.000	1.030	0.000	0.000
2	1.189	1.161	1.236	150171457	97127180	0.02	0.00000	 V 			0.064	14975.121	0.000	0.000	1.558	0.000
3	1.253	1.236	2.287	3832006	2300280	0.02	0.00000	SV 			0.122	14087.697	0.000	0.000	1.589	1.893
4	1.422	1.398	1.526	21013	10147	0.02	0.00000	T  			0.273	11375.803	0.000	1.977	3.546	2.241
5	1.651	1.619	1.682	1172	541	0.02	0.00000	T  			0.479	10354.137	0.000	0.000	3.889	1.751
6	1.773	1.747	1.801	1195	693	0.02	0.00000	T  			0.587	21407.120	0.000	0.000	2.144	1.227
7	1.829	1.801	1.838	4852	3412	0.01	0.00000	TV 			0.638	0.000	0.000	0.000	0.000	1.086
8	1.847	1.838	1.855	3493	3389	0.01	0.00000	TV 			0.654	0.000	0.000	0.000	0.000	1.025
9	1.880	1.855	2.095	29637	8590	0.03	0.00000	TV 			0.683	8240.347	0.000	0.000	0.000	1.045
10	2.129	2.095	2.195	4153	1440	0.03	0.00000	TV 			0.906	12093.148	0.000	0.000	3.113	1.326
11	2.754	2.652	2.841	51346	19218	0.03	0.00000	   			1.465	23366.035	0.000	1.370	8.380	1.617
12	2.894	2.843	3.014	13202	3439	0.04	0.00000	   			1.591	12828.066	0.000	1.706	1.611	1.086
13	3.504	3.461	3.572	1028	358	0.03	0.00000	   			2.137	32406.204	0.000	1.313	6.800	1.344
14	5.120	5.039	5.254	27338	5204	0.05	0.00000	   			3.584	21486.831	0.000	1.349	14.895	1.677
15	6.709	6.634	6.888	5266	1052	0.05	0.00000	   			5.007	50645.642	0.000	1.696	12.301	1.397
16	7.103	7.022	7.218	1046	177	0.06	0.00000	   			5.360	29272.662	0.000	1.155	2.771	1.070
17	7.511	7.407	7.593	3960	633	0.06	0.00000	   			5.725	30516.358	0.000	0.910	2.419	1.068
18	7.971	7.855	7.979	4398	1046	0.04	0.00000	   			6.137	0.000	0.000	0.000	0.000	1.072
19	7.987	7.979	8.088	3350	985	0.03	0.00000	 V 			6.151	0.000	0.000	0.000	0.000	1.002
20	11.268	9.793	11.274	54244407	1769713	0.31	0.00000	 V 			9.089	0.000	0.000	0.000	0.000	1.478
21	11.342	11.274	11.352	8853726	1971542	0.04	0.00000	 V 			9.155	0.000	0.000	0.000	0.000	1.007
22	11.431	11.352	11.437	10469974	2195529	0.05	0.00000	 V 			9.235	0.000	0.000	0.000	0.000	1.009
23	11.541	11.437	11.549	15691546	2488361	0.06	0.00000	 V 			9.333	0.000	0.000	0.000	0.000	1.011
24	11.722	11.549	11.738	31275648	3007912	0.10	0.00000	 V 			9.496	0.000	0.000	0.000	0.000	1.017
25	11.783	11.738	11.803	12298845	3204162	0.04	0.00000	 V 			9.550	0.000	0.000	0.000	0.000	1.006
26	11.853	11.803	11.858	10822809	3400791	0.03	0.00000	 V 			9.613	0.000	0.000	0.000	0.000	1.007
27	11.870	11.858	11.881	4640314	3424833	0.01	0.00000	 V 			9.628	0.000	0.000	0.000	0.000	1.002
28	11.927	11.881	11.931	10778420	3672847	0.03	0.00000	 V 			9.679	0.000	0.000	0.000	0.000	1.005
29	11.959	11.931	11.964	7405464	3718021	0.02	0.00000	 V 			9.708	0.000	0.000	0.000	0.000	1.003
30	11.987	11.964	11.991	6043339	3829804	0.02	0.00000	 V 			9.732	0.000	0.000	0.000	0.000	1.003
31	12.030	11.991	12.034	10018339	3980435	0.03	0.00000	 V 			9.771	0.000	0.000	0.000	0.000	1.004
32	12.078	12.034	12.083	12017620	4153228	0.03	0.00000	 V 			9.814	0.000	0.000	0.000	0.000	1.004
33	12.091	12.083	12.097	3332614	4174325	0.01	0.00000	 V 			9.826	0.000	0.000	0.000	0.000	1.001
34	12.124	12.097	12.133	9166948	4288617	0.02	0.00000	 V 			9.856	0.000	0.000	0.000	0.000	1.003
35	12.158	12.133	12.165	8327736	4392156	0.02	0.00000	 V 			9.886	0.000	0.000	0.000	0.000	1.003
36	12.187	12.165	12.195	8189578	4486156	0.02	0.00000	 V 			9.911	0.000	0.000	0.000	0.000	1.003
37	12.230	12.195	12.241	12475759	4665747	0.03	0.00000	 V 			9.950	0.000	0.000	0.000	0.000	1.004
38	12.282	12.241	12.287	13249097	4824310	0.03	0.00000	 V 			9.997	0.000	0.000	0.000	0.000	1.005
39	12.348	12.287	12.371	24999752	5095238	0.05	0.00000	 V 			10.056	0.000	0.000	0.000	0.000	1.006
40	12.418	12.371	12.430	18252740	5294569	0.03	0.00000	 V 			10.119	0.000	0.000	0.000	0.000	1.006
