[Header]
Data File Name	C:\GCsolution\Data\Pfleger\Bothfeld\20200210\WT-1.gcd
Output Date	3/4/2020
Output Time	9:40:58 PM

[File Information]
Type	Data File
Generated	2/10/2020 6:12:53 PM
Generated by	Admin
Modified	3/4/2020 6:01:27 PM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquisition Date	2/10/2020 6:16:43 PM
Type	Unknown
Level	1
Sample Name	WT-1
Sample ID	UNK-0001
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
Sample Amount	1
Dilution Factor	1
Vial#	13
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\GCsolution\Data\Pfleger\Bothfeld\20200210\WT-1_1.gcd
Method File	C:\GCsolution\Data\Pfleger\Bothfeld\20190829\Agilent_FatWaxUI_method2_trunc.gcm
Batch File	C:\GCsolution\Data\Pfleger\Bothfeld\20200210\20200210.gcb
Report Format File	C:\GCsolution\System\DEFAULT.gcr

[File Comment]


[Configration]
Instrument Name	FID w/AOC
Instrument #	2
Line #	1

[Peak Table (Ch1)]
# of Peaks	132
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor
1	1.484	1.317	1.541	6546226	2364174	0.03	0.00000	   			0.000	6862.894	0.000	0.000	0.000	0.000
2	1.569	1.541	1.975	145763585	32601203	0.04	0.00000	 V 			0.057	2900.085	0.000	3.064	0.906	0.000
3	2.061	1.975	2.348	1922335	538402	0.04	0.00000	 V 			0.388	8091.125	0.000	1.269	4.733	6.777
4	2.411	2.348	3.295	157702	55850	0.03	0.00000	SV 			0.624	17841.978	0.000	1.252	4.290	1.608
5	2.693	2.628	2.782	5711	1861	0.03	0.00000	TV 			0.815	18229.092	0.000	1.153	3.724	1.305
6	2.882	2.833	2.917	2752	1125	0.02	0.00000	T  			0.942	30249.505	0.000	0.000	2.590	1.156
7	2.957	2.917	3.015	5746	1998	0.03	0.00000	TV 			0.993	25703.223	0.000	0.000	1.080	1.054
8	3.097	3.015	3.146	14255	4367	0.03	0.00000	TV 			1.087	25338.880	0.000	0.000	1.854	1.095
9	3.162	3.146	3.286	3094	1042	0.03	0.00000	TV 			1.131	0.000	0.000	0.000	0.000	1.040
10	3.861	3.785	3.925	1592	447	0.04	0.00000	   	23	Lactic Acid	1.602	30412.077	0.000	0.000	0.000	1.416
11	3.995	3.925	4.275	182003	68597	0.03	0.00000	SV 	23	Lactic Acid	1.692	54986.311	0.000	1.080	1.710	1.056
12	4.321	4.275	4.369	1138	388	0.03	0.00000	   			1.912	50930.445	0.000	0.000	4.517	1.130
13	4.681	4.639	4.737	2783	962	0.03	0.00000	 V 			2.154	61896.961	0.000	0.000	4.751	1.127
14	5.163	5.111	5.209	2539	955	0.03	0.00000	   	2	Sugars	2.479	85126.971	0.000	0.000	6.620	1.151
15	5.260	5.209	5.307	19082	7433	0.03	0.00000	 V 	2	Sugars	2.544	96915.521	0.000	0.000	1.403	1.026
16	5.340	5.307	5.400	6651	2541	0.03	0.00000	 V 	2	Sugars	2.598	94971.721	0.000	0.000	1.173	1.021
17	5.437	5.400	5.498	1943	746	0.03	0.00000	 V 	3	Propionate_Sugars	2.663	97493.112	0.000	0.000	1.399	1.025
18	5.549	5.503	5.657	1350	357	0.04	0.00000	   	3	Propionate_Sugars	2.739	70567.202	0.000	0.000	1.470	1.028
19	5.979	5.867	6.058	5516	1899	0.03	0.00000	 V 	4	Isobutyrate	3.029	114439.984	0.000	1.037	5.590	1.106
20	6.347	6.301	6.403	1204	395	0.03	0.00000	 V 	5	Butyrate	3.276	101738.761	0.000	0.000	4.906	1.082
21	6.869	6.772	6.959	194017	69615	0.03	0.00000	   	6	Isovalerate	3.628	141044.712	0.000	0.966	6.858	1.107
22	7.100	7.047	7.155	1055	275	0.04	0.00000	 V 	7	n-Valerate	3.784	67827.765	0.000	0.000	2.542	1.043
23	8.016	7.948	8.116	3155	921	0.03	0.00000	   	9	n-Caproic_Sugars	4.401	137748.369	0.000	1.378	9.395	1.163
24	8.172	8.116	8.256	1330	405	0.03	0.00000	 V 	19	Xylose	4.506	143467.717	0.000	0.000	1.819	1.024
25	8.469	8.368	8.564	1931	508	0.04	0.00000	   	19	Xylose	4.707	129783.406	0.000	0.892	3.301	1.044
26	9.190	9.017	9.278	945210	257379	0.04	0.00000	   	20	Xylose	5.192	147790.422	0.000	0.723	7.622	1.103
