[Header]
Data File Name	C:\GCsolution\Data\Pfleger\Jindra\12-20-19\20191220_mcf_H204A-1_1.gcd
Output Date	12/21/2019
Output Time	11:09:53 AM

[File Information]
Type	Data File
Generated	12/20/2019 2:43:52 PM
Generated by	Admin
Modified	12/20/2019 3:10:15 PM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquisition Date	12/20/2019 2:47:43 PM
Type	Unknown
Level	1
Sample Name	20191220_mcf_H204A-1
Sample ID	UNK-0002
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
Sample Amount	1
Dilution Factor	1
Vial#	2
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\GCsolution\Data\Pfleger\Jindra\12-20-19\20191220_mcf_H204A-1_1.gcd
Method File	C:\GCsolution\Data\Pfleger\Jindra\12-20-19\Agilent_FatWaxUI_method2_trunc.gcm
Batch File	C:\GCsolution\Data\Pfleger\Jindra\12-20-19\20191206-MCF_stds.gcb
Report Format File	C:\GCsolution\System\DEFAULT.gcr

[File Comment]


[Configration]
Instrument Name	FID w/AOC
Instrument #	2
Line #	1

[Peak Table (Ch1)]
# of Peaks	108
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor
1	1.471	1.326	1.527	5003519	1716081	0.03	0.00000	   			0.000	5696.562	0.000	0.000	0.000	0.000
2	1.556	1.527	1.839	180540030	37515231	0.05	0.00000	SV 			0.058	2464.631	0.000	3.313	0.843	0.000
3	1.777	1.760	1.835	8134	3388	0.02	0.00000	T  			0.208	10836.332	0.000	1.785	2.288	3.585
4	2.143	1.839	2.619	164744457	26116514	0.06	0.00000	SV 			0.457	2266.438	0.000	0.599	2.956	2.195
5	2.309	2.292	2.343	4572	3157	0.01	0.00000	T  			0.570	50139.573	0.000	1.281	1.497	1.246
6	2.386	2.366	2.409	3790	2414	0.02	0.00000	T  			0.622	0.000	0.000	0.000	0.000	1.092
7	2.453	2.409	2.567	52353	19273	0.03	0.00000	TV 			0.668	22353.699	0.000	0.000	0.000	1.074
8	2.702	2.665	2.819	1649	365	0.05	0.00000	   			0.837	8823.567	0.000	1.899	2.762	1.253
9	3.005	2.913	3.053	3680	1132	0.03	0.00000	   			1.043	23682.804	0.000	0.000	3.152	1.247
10	3.145	3.053	3.202	8467	1795	0.05	0.00000	 V 			1.138	11291.380	0.000	0.000	1.426	1.091
11	3.240	3.202	3.333	4704	1797	0.03	0.00000	 V 	15	Xylose	1.203	43126.006	0.000	0.000	1.046	1.056
12	3.415	3.333	3.486	8806	2635	0.03	0.00000	 V 	15	Xylose	1.322	25133.809	0.000	0.000	2.368	1.099
13	3.561	3.486	3.584	4313	1660	0.03	0.00000	 V 	15	Xylose	1.421	0.000	0.000	0.000	0.000	1.075
14	3.603	3.584	3.664	4148	1761	0.02	0.00000	 V 	22	Lactic Acid	1.450	0.000	0.000	0.000	0.000	1.020
15	3.723	3.664	3.790	1862	528	0.04	0.00000	 V 	22	Lactic Acid	1.531	30351.169	0.000	0.000	0.000	1.056
16	3.836	3.790	3.888	5111	2041	0.03	0.00000	 V 	23	Lactic Acid	1.608	60040.049	0.000	0.000	1.532	1.050
17	3.922	3.888	3.990	1656	364	0.05	0.00000	 V 	23	Lactic Acid	1.667	0.000	0.000	0.000	0.000	1.036
18	4.062	3.990	4.149	59426	23567	0.03	0.00000	 V 	23	Lactic Acid	1.762	63302.726	0.000	1.041	0.000	1.057
19	4.775	4.737	4.845	1474	505	0.03	0.00000	 V 	1	Acetate_Sugars	2.247	66562.977	0.000	0.000	10.322	1.275
20	4.947	4.845	5.013	3901	1029	0.04	0.00000	 V 	1	Acetate_Sugars	2.364	47548.244	0.000	0.783	2.089	1.052
21	5.079	5.017	5.115	1228	385	0.03	0.00000	   	2	Sugars	2.453	52487.944	0.000	0.000	1.477	1.038
22	5.265	5.190	5.316	7021	2177	0.03	0.00000	 V 	2	Sugars	2.580	65869.525	0.000	0.000	2.179	1.051
23	5.338	5.316	5.386	1375	553	0.02	0.00000	 V 	2	Sugars	2.629	0.000	0.000	0.000	0.000	1.019
24	5.670	5.582	5.787	13654	4046	0.03	0.00000	   	3	Propionate_Sugars	2.855	65790.957	0.000	1.097	0.000	1.086
